文本序号	文本内容
526	这辆车的空间怎么使用都很合适，因为现在是工作的上升期，暂时也没有要孩子的打算，所以我们两个人支配这辆车的空间还是很可以的，基本上前排就完全够用了，有的时候外地的父母过来溜达溜达，去机场或者火车站接送也比较方便，最主要的是后排空间完全够用，不管是腿部还是头部剩余的空间都很多，老爸老妈们也都说这辆车的空间很好，后备箱也能装很多他们带来的好吃的。
527	这部车的空间简直是太棒了，前排空间和后排空间以及后备箱空间都没有任何瑕疵，尤其是第二排的空间那真是一个宽敞，坐三个人一点都不会觉得拥挤并且头部和腿部都有一定的空间剩余，上回送朋友去高铁站，带了不少当地的土特产，后备箱那叫一个能装，最后扣后备箱的一刹那，我都有点怀疑人生了，真的是太大了。所以关于这辆车的空间，从来都没有让我失望过。
528	空间和雅阁天籁差不多，可能比雅阁小一点！轴距差不多！反正足够我们使用了，后备箱放两个大行李箱没问题！前排座椅空间很大，后排空间一家乘坐也很宽敞！车门储物空间还行，中央扶手空间比较大！
529	黑色看上去比较商务，空间的话还是不错，不管是前面的空间还是后面的空间，都还是可以，我后面基本上是坐2人，把那个中间放手的放下来的。窗户的空间还比较大，外面的婆婆大娘下午3点过就开始跳广场舞了，这也太积极了嘛放行李后备箱的空间比较大，经常放一些行李之类的，放3个是没的问题的，或者两个那种超大的。感觉可以装好多人了哦
530	现在关于车的空间方面我一点都不愁了，陪老婆去做产检也开心了很多，车内的空间也比之前大了许多，现在的副驾驶老婆想怎么坐就怎么坐，毕竟2.8米多的轴距，马上就要接近于2.9米了，内饰的长度还是非常充足的，宽度也完全都不在话下，就拿我来做个标杆，178的身高，体重146斤，坐在主驾驶位时，头部距离车顶大约一拳多点的距离，坐在后排时，头部距离车顶大约一拳的距离，这还没有计算天窗的边缘，反正空间方面是没有任何压力的。
531	凯美瑞的空间对于我来说真的是非常的大，你可以想象一下，我之前的车是F0，两者的空间差距简直是一个天上，一个地下。憋了好多年，终于可以舒舒服服的乘车和用车了。空间大：坐在里面的感觉确实很宽敞，我做在前排是很富余的。后排我也感受了下，在腿伸直的情况下都感觉到后排空间很大储物空间储物空间很多，特别可以说一下中央扶手的储物箱，超级大，里面还有插座，在中央扶手前面还有除了杯架以外的另外的一个小的储物架，放墨镜，手机很合适，但是放手机的话，有消息，有电话不好拿出来得，放上面挡板上面，提车的时候，4S店一个劲的给我推荐这个挡板上面安装一个无线充电，说怎么怎么方便，怎么怎么好，最后还是没有说服我，哈哈，就是不买
532	空间很大，全家人都很满意。后备箱的空间虽然没有车内空间那么大，但是倒也能满足全家人的出行需求。而且因为家里人口比较多，有的时候后排挤上两个小孩子和三个大人都比较没有任何压力，而且在市里短途行驶的时候也没有什么安全隐患这一些说，因为现在的城区实在是太堵了，即使有一些事故基本上也都是一些剐蹭的事故不会是什么大的安全事故。
533	空间：空间对于我来说是非常的不错了，无论是前排空间，还是后排空间，还是搓搓有余，在里面活动还是非常的?宽敞，后备箱的空间也是非常的宽敞，比我家的大澡盆子都大（曾经把新买的大澡盆塞进了后备箱）。中央扶手的位置的储物箱空间是个长方形，归置写东西，地方是方便，纸巾放里面，前后左右都能取储物空间后备箱的空间也是非常的宽敞，比我家的大澡盆子都大（曾经把新买的大澡盆塞进了后备箱）。中央扶手的位置的储物箱空间是个长方形，归置写东西，地方是方便，纸巾放里面，前后左右都能取
534	这辆车的空间表现是我引以为傲的，因为前排和后排表现的都是那么出色，提车回来的当天七大姑八大姨的也都来祝贺，都夸我有眼光说这辆车的外观漂亮，然后大家一起吃完饭以后，我又挨个的用新车把他们送回家，给我的感觉是这辆车满载的情况下，空间还是那样的充分，前排和后排的空间还都有很大的剩余，就连后备箱的空间也是那么的好。
535	空间满意，前排空间和后排空间都很宽大，后排的地板有一点隆起，幸好空间大，中间坐个人应该也不觉得太不舒服。后备箱也很能装，储物空间很合理。空间满意，前排空间和后排空间都很宽大，后排的地板有一点隆起，幸好空间大，中间坐个人应该也不觉得太不舒空间满意，前排空间和后排空间都很宽大，后排的地板有一点隆起，幸好空间大，中间坐个人应该也不觉得太不舒空间满意，前排空间和后排空间都很宽大，后排的地板有一点隆起，幸好空间大，中间坐个人应该也不觉得太不舒乘坐空间空间满意，前排空间和后排空间都很宽大，后排的地板有一点隆起，幸好空间大，中间坐个人应该也不觉得太不舒服。后备箱也很能装，储物空间很合理空间满意，前排空间和后排空间都很宽大，后排的地板有一点隆起，幸好空间大，中间坐个人应该也不觉得太不舒空间满意，前排空间和后排空间都很宽大，后排的地板有一点隆起，幸好空间大，中间坐个人应该也不觉得太不舒
536	记得上次送老婆去单位，路上正好碰见了她几个同事在等公交车，都看见了不捎一段也不太好，所以就让她几个同事上车了，老婆的同事都说这个车的空间真不错，后排还是相当宽敞的，纵向和横向的距离都非常的充足，坐起来也完全没有紧张感再加上这个超大的天窗，阳光肆意的照射进来，那种既暖暖有明亮的感觉也无形的提升了车的舒适效果，这样的空间效果很赞。
537	凯美瑞的空间其实挺给我惊喜的，以前我一直觉得这种没有加长的日系中级车，在后排的空间上没有德系车那么大，但是实际上我多虑了，在空间表现上，凯美瑞表现的还是比较出色的，尤其是后排的头部空间真的挺给我惊喜的，腿部空间也比较宽敞，所以我对凯美瑞的空间还挺满意的。
538	丰田的这款车型真心不错，基本家用商用都不跌面子。内部空间和后备箱都不小，像我们这样在乡镇生活的车主来回免不了要家人亲戚，朋友杂七杂八的百货拉个不停了，守家待业车就要用在有用之处啊。最常用的就是婚车拉，人都坐满都不挤，开起来还挺稳当的，媳妇的弟弟将近一米八偏胖，坐着头上还有一些距离呢，所以一般人都能够驾驭的。
539	这么多代的丰田凯美瑞空间方面一直都是很不错的表现，第八代也依然继承了之前的光荣传统，空间方面完全不让我担忧，前排和后排的空间都非常的巨大，我175的身高，头部距离车顶至少一拳多的距离，膝部和腿部的空间也是相当的宽绰。后排空间跟前排空间一样的完美，后排坐三个人一点儿都没有压力，腿部还是有很大距离空间的。
540	记得上次替好朋友出婚礼，我的小八还处于磨合期状态，婚礼当天装了一车的娘家妾，给我心疼坏了，提车的时候销售特意告诉我，磨合期之内不允许蛮载的，这也没有办法，只能硬着头皮上了，不过第八代凯美瑞的空间是真的好，后排坐三个人一点都不拥挤并且腿部空间和头部空间也有一定的空间，前排空间也是相当够用的，我176的身高驾驶起来都是相当自如的，副驾驶的空间比主驾驶还要大，自然也是无可厚非的。
541	身高185，空间很宽敞，后排坐三人不觉得挤，一个人开的时候多，
542	B级车的空间对于我们这种三口之家的家庭来说自然是绰绰有余。虽然说家里人的身高都比较高。但是调整好坐姿之后无论是横向的空间还是头顶空间或者说是腿部空间对于驾驶者来说都是毫无影响的。孩子第一次上次也惊叹的说这个车子真的好大好舒服。孩子是不会说谎的，这种感受应该是最直观的感受。
